Actual Label,Predicted Label,Video Path,Video ID,Sampling Strategy,Video Index,Correct
climbing tree,climbing tree,kinetics-dataset/val/climbing tree/A5b9rKmPls4_000008_000018.mp4,A5b9rKmPls4,random-num,6787,True
presenting weather forecast,news anchoring,kinetics-dataset/val/presenting weather forecast/JIQKjf85mV0_000081_000091.mp4,JIQKjf85mV0,random-num,2428,False
pole vault,climbing a rope,kinetics-dataset/val/pole vault/466hpto6Phw_000028_000038.mp4,466hpto6Phw,random-num,1695,False
cleaning toilet,taking a shower,kinetics-dataset/val/cleaning toilet/7OLRCXHiZpA_000079_000089.mp4,7OLRCXHiZpA,random-num,2985,False
massaging feet,shining shoes,kinetics-dataset/val/massaging feet/laIZKonIJJ8_000135_000145.mp4,laIZKonIJJ8,random-num,5102,False
bookbinding,bookbinding,kinetics-dataset/val/bookbinding/PenwKrUxZto_000167_000177.mp4,PenwKrUxZto,random-num,2443,True
breakdancing,dancing gangnam style,kinetics-dataset/val/breakdancing/jPxfAfaxzug_000004_000014.mp4,jPxfAfaxzug,random-num,1178,False
playing flute,playing trombone,kinetics-dataset/val/playing flute/67vhJRyiwmI_000328_000338.mp4,67vhJRyiwmI,random-num,5541,False
shaving legs,rock climbing,kinetics-dataset/val/shaving legs/YOUl_4JqvgY_000047_000057.mp4,YOUl_4JqvgY,random-num,39,False
extinguishing fire,extinguishing fire,kinetics-dataset/val/extinguishing fire/pjJ0mvrzrgI_000012_000022.mp4,pjJ0mvrzrgI,random-num,2262,True
eating ice cream,eating doughnuts,kinetics-dataset/val/eating ice cream/JFQCLRag-CU_000029_000039.mp4,JFQCLRag-CU,random-num,506,False
blowing nose,playing harmonica,kinetics-dataset/val/blowing nose/1Hi5GMotrjs_000002_000012.mp4,1Hi5GMotrjs,random-num,7196,False
parasailing,parasailing,kinetics-dataset/val/parasailing/WozCg9IEnoY_000054_000064.mp4,WozCg9IEnoY,random-num,3174,True
shooting basketball,dunking basketball,kinetics-dataset/val/shooting basketball/jnTuUuETpSs_000002_000012.mp4,jnTuUuETpSs,random-num,3057,False
rock climbing,rock climbing,kinetics-dataset/val/rock climbing/CQ1_ovjb-Ho_000258_000268.mp4,CQ1_ovjb-Ho,random-num,6025,True
cleaning floor,shearing sheep,kinetics-dataset/val/cleaning floor/NsMCAbejmus_000001_000011.mp4,NsMCAbejmus,random-num,2314,False
swimming breast stroke,swimming butterfly stroke,kinetics-dataset/val/swimming breast stroke/Wy_qVDWCLAc_000029_000039.mp4,Wy_qVDWCLAc,random-num,3243,False
picking fruit,picking fruit,kinetics-dataset/val/picking fruit/ltqrofmGUPQ_000036_000046.mp4,ltqrofmGUPQ,random-num,6856,True
playing accordion,playing accordion,kinetics-dataset/val/playing accordion/0yyodmE6cGg_000463_000473.mp4,0yyodmE6cGg,random-num,3788,True
water skiing,trimming trees,kinetics-dataset/val/water skiing/50PBz_xf8UI_000003_000013.mp4,50PBz_xf8UI,random-num,6637,False
playing basketball,throwing ball,kinetics-dataset/val/playing basketball/l3Bx9TtjNKE_000003_000013.mp4,l3Bx9TtjNKE,random-num,814,False
headbanging,dancing ballet,kinetics-dataset/val/headbanging/7Eo8Rl95Q_M_000028_000038.mp4,7Eo8Rl95Q_M,random-num,545,False
playing ice hockey,playing ice hockey,kinetics-dataset/val/playing ice hockey/48eBlzbR0n8_000004_000014.mp4,48eBlzbR0n8,random-num,4732,True
breading or breadcrumbing,peeling potatoes,kinetics-dataset/val/breading or breadcrumbing/Rpl3P6Qg4tI_000162_000172.mp4,Rpl3P6Qg4tI,random-num,3844,False
shooting goal (soccer),kicking soccer ball,kinetics-dataset/val/shooting goal (soccer)/2bA0vJGml6Q_000005_000015.mp4,2bA0vJGml6Q,random-num,1731,False
shaking hands,washing feet,kinetics-dataset/val/shaking hands/Ascc4Z14FTs_000018_000028.mp4,Ascc4Z14FTs,random-num,82,False
cartwheeling,jumpstyle dancing,kinetics-dataset/val/cartwheeling/EiZvgwrHCMk_000000_000010.mp4,EiZvgwrHCMk,random-num,5741,False
unloading truck,unloading truck,kinetics-dataset/val/unloading truck/J68SA9rWKHg_000000_000010.mp4,J68SA9rWKHg,random-num,5992,True
bartending,juggling fire,kinetics-dataset/val/bartending/rkPjfFC3NOo_000083_000093.mp4,rkPjfFC3NOo,random-num,4335,False
shot put,shot put,kinetics-dataset/val/shot put/plQ9MDbMmS8_000005_000015.mp4,plQ9MDbMmS8,random-num,573,True
strumming guitar,strumming guitar,kinetics-dataset/val/strumming guitar/gbkc1a6cAro_000116_000126.mp4,gbkc1a6cAro,random-num,6153,True
kissing,kissing,kinetics-dataset/val/kissing/Cp-4GiYBQfQ_000005_000015.mp4,Cp-4GiYBQfQ,random-num,4481,True
ice skating,ice skating,kinetics-dataset/val/ice skating/9HC_JtamTMk_000018_000028.mp4,9HC_JtamTMk,random-num,5099,True
surfing water,catching fish,kinetics-dataset/val/surfing water/FMfkibqFapo_000077_000087.mp4,FMfkibqFapo,random-num,2791,False
ripping paper,shaking head,kinetics-dataset/val/ripping paper/9G96P05y77A_000011_000021.mp4,9G96P05y77A,random-num,5855,False
knitting,knitting,kinetics-dataset/val/knitting/NUynCoUgj9g_000123_000133.mp4,NUynCoUgj9g,random-num,127,True
tossing coin,jumpstyle dancing,kinetics-dataset/val/tossing coin/BBfk5SMBZPE_000023_000033.mp4,BBfk5SMBZPE,random-num,1466,False
extinguishing fire,recording music,kinetics-dataset/val/extinguishing fire/olzCI69Xcrg_000000_000010.mp4,olzCI69Xcrg,random-num,2274,False
tying knot (not on a tie),tying knot (not on a tie),kinetics-dataset/val/tying knot (not on a tie)/_Gmc65XeyNI_000004_000014.mp4,_Gmc65XeyNI,random-num,2408,True
driving tractor,driving tractor,kinetics-dataset/val/driving tractor/OFN2Wy-oueA_000024_000034.mp4,OFN2Wy-oueA,random-num,4990,True
robot dancing,shaking hands,kinetics-dataset/val/robot dancing/Akmi0vc_LBo_000012_000022.mp4,Akmi0vc_LBo,random-num,6930,False
playing basketball,dodgeball,kinetics-dataset/val/playing basketball/qAjMFoo7N2s_000004_000014.mp4,qAjMFoo7N2s,random-num,818,False
shaving legs,shaving legs,kinetics-dataset/val/shaving legs/WZuGgvcl_PY_000067_000077.mp4,WZuGgvcl_PY,random-num,19,True
stretching arm,stretching arm,kinetics-dataset/val/stretching arm/S3AbmQB47JE_000003_000013.mp4,S3AbmQB47JE,random-num,337,True
strumming guitar,strumming guitar,kinetics-dataset/val/strumming guitar/KBq2M8VjK4I_000282_000292.mp4,KBq2M8VjK4I,random-num,6141,True
springboard diving,springboard diving,kinetics-dataset/val/springboard diving/ZpYNqEbzJec_000002_000012.mp4,ZpYNqEbzJec,random-num,5064,True
washing hair,braiding hair,kinetics-dataset/val/washing hair/-cleEWMMugo_000164_000174.mp4,-cleEWMMugo,random-num,3326,False
texting,dancing ballet,kinetics-dataset/val/texting/iOCNJDV2Tsk_000034_000044.mp4,iOCNJDV2Tsk,random-num,5640,False
sign language interpreting,sign language interpreting,kinetics-dataset/val/sign language interpreting/GTiGQtH8bdI_000086_000096.mp4,GTiGQtH8bdI,random-num,4925,True
making tea,using computer,kinetics-dataset/val/making tea/4d1eTI-HvT4_000006_000016.mp4,4d1eTI-HvT4,random-num,640,False
tickling,throwing ball,kinetics-dataset/val/tickling/Zm3BQu7eJUI_000002_000012.mp4,Zm3BQu7eJUI,random-num,4769,False
robot dancing,mopping floor,kinetics-dataset/val/robot dancing/fPhwWijgOtI_000003_000013.mp4,fPhwWijgOtI,random-num,6942,False
riding mechanical bull,riding mechanical bull,kinetics-dataset/val/riding mechanical bull/6upiCskGTX8_000000_000010.mp4,6upiCskGTX8,random-num,2946,True
baby waking up,laughing,kinetics-dataset/val/baby waking up/W2MMCDoVqFY_000018_000028.mp4,W2MMCDoVqFY,random-num,6468,False
cleaning floor,crawling baby,kinetics-dataset/val/cleaning floor/9ZCmwDE3_nE_000000_000010.mp4,9ZCmwDE3_nE,random-num,2317,False
