Actual Label,Predicted Label,Video Path,Video ID,Sampling Strategy,Video Index,Correct
playing organ,singing,kinetics-dataset/val/playing organ/TN_QcKErOD8_000019_000029.mp4,TN_QcKErOD8,obj-detection-top4,759,False
tap dancing,salsa dancing,kinetics-dataset/val/tap dancing/2nw_8_VOVAU_000088_000098.mp4,2nw_8_VOVAU,obj-detection-top4,1245,False
marching,marching,kinetics-dataset/val/marching/G7HxOT0Bioo_000088_000098.mp4,G7HxOT0Bioo,obj-detection-top4,890,True
driving tractor,mowing lawn,kinetics-dataset/val/driving tractor/--9s8lCov-I_000002_000012.mp4,--9s8lCov-I,obj-detection-top4,4982,False
laying bricks,laying bricks,kinetics-dataset/val/laying bricks/HutHBsG_HdU_000030_000040.mp4,HutHBsG_HdU,obj-detection-top4,3719,True
vault,vault,kinetics-dataset/val/vault/PPRlQ1m3LlA_000008_000018.mp4,PPRlQ1m3LlA,obj-detection-top4,6827,True
passing American football (in game),passing American football (in game),kinetics-dataset/val/passing American football (in game)/__lt03EF4ao_000010_000020.mp4,__lt03EF4ao,obj-detection-top4,6549,True
mopping floor,cleaning floor,kinetics-dataset/val/mopping floor/R547-iOgb6g_000029_000039.mp4,R547-iOgb6g,obj-detection-top4,3973,False
chopping wood,chopping wood,kinetics-dataset/val/chopping wood/2kpaZvmqiYA_000005_000015.mp4,2kpaZvmqiYA,obj-detection-top4,1141,True
kicking field goal,passing American football (not in game),kinetics-dataset/val/kicking field goal/glWektLp8RA_000019_000029.mp4,glWektLp8RA,obj-detection-top4,3757,False
bungee jumping,bungee jumping,kinetics-dataset/val/bungee jumping/dAeUFSdYG1I_000010_000020.mp4,dAeUFSdYG1I,obj-detection-top4,7061,True
skiing slalom,skiing slalom,kinetics-dataset/val/skiing slalom/RvXnfumvBvQ_000412_000422.mp4,RvXnfumvBvQ,obj-detection-top4,3575,True
dying hair,shaving head,kinetics-dataset/val/dying hair/Aw2OtZReLDk_000136_000146.mp4,Aw2OtZReLDk,obj-detection-top4,6345,False
checking tires,checking tires,kinetics-dataset/val/checking tires/Lvku6hKqCQ8_000234_000244.mp4,Lvku6hKqCQ8,obj-detection-top4,4105,True
playing harp,playing harp,kinetics-dataset/val/playing harp/7TZOYU__Ta0_000053_000063.mp4,7TZOYU__Ta0,obj-detection-top4,3662,True
snowmobiling,biking through snow,kinetics-dataset/val/snowmobiling/5bMWEMYp4PA_000071_000081.mp4,5bMWEMYp4PA,obj-detection-top4,2811,False
making snowman,making snowman,kinetics-dataset/val/making snowman/oNSDoupp77Y_000065_000075.mp4,oNSDoupp77Y,obj-detection-top4,5949,True
dancing gangnam style,contact juggling,kinetics-dataset/val/dancing gangnam style/YaX_o9CV9Z8_000067_000077.mp4,YaX_o9CV9Z8,obj-detection-top4,2122,False
baby waking up,pumping fist,kinetics-dataset/val/baby waking up/lqDes8cxa1k_000022_000032.mp4,lqDes8cxa1k,obj-detection-top4,6461,False
tossing salad,tossing salad,kinetics-dataset/val/tossing salad/RjHy8sWKvxE_000153_000163.mp4,RjHy8sWKvxE,obj-detection-top4,5716,True
kicking field goal,kicking field goal,kinetics-dataset/val/kicking field goal/ILadFizBamw_000004_000014.mp4,ILadFizBamw,obj-detection-top4,3753,True
spray painting,spray painting,kinetics-dataset/val/spray painting/hC-qjMRuOZU_000096_000106.mp4,hC-qjMRuOZU,obj-detection-top4,3467,True
opening present,opening present,kinetics-dataset/val/opening present/YJebKwwXk10_000339_000349.mp4,YJebKwwXk10,obj-detection-top4,2690,True
playing badminton,playing badminton,kinetics-dataset/val/playing badminton/p7ZdjjEjf84_000000_000010.mp4,p7ZdjjEjf84,obj-detection-top4,5320,True
swinging on something,pole vault,kinetics-dataset/val/swinging on something/L8xOKTssyF4_000045_000055.mp4,L8xOKTssyF4,obj-detection-top4,4257,False
decorating the christmas tree,decorating the christmas tree,kinetics-dataset/val/decorating the christmas tree/ROnZVxdQlMI_000059_000069.mp4,ROnZVxdQlMI,obj-detection-top4,4287,True
cleaning pool,jumping into pool,kinetics-dataset/val/cleaning pool/VD8g_9pocxk_000077_000087.mp4,VD8g_9pocxk,obj-detection-top4,1258,False
holding snake,holding snake,kinetics-dataset/val/holding snake/M_e-bb9gJH4_000001_000011.mp4,M_e-bb9gJH4,obj-detection-top4,6059,True
ski jumping,ski jumping,kinetics-dataset/val/ski jumping/h1YBYW1KKj0_000000_000010.mp4,h1YBYW1KKj0,obj-detection-top4,1944,True
petting animal (not cat),feeding goats,kinetics-dataset/val/petting animal (not cat)/E3hNU_ZRhtA_000010_000020.mp4,E3hNU_ZRhtA,obj-detection-top4,2646,False
tobogganing,tobogganing,kinetics-dataset/val/tobogganing/Q2-OmWB4YV0_000000_000010.mp4,Q2-OmWB4YV0,obj-detection-top4,5071,True
grooming horse,riding elephant,kinetics-dataset/val/grooming horse/0nk5QJHNanE_000049_000059.mp4,0nk5QJHNanE,obj-detection-top4,269,False
riding mountain bike,riding mountain bike,kinetics-dataset/val/riding mountain bike/CrJG-qxY1aE_000229_000239.mp4,CrJG-qxY1aE,obj-detection-top4,5628,True
folding paper,folding paper,kinetics-dataset/val/folding paper/-dKMoooU0o4_000106_000116.mp4,-dKMoooU0o4,obj-detection-top4,1602,True
dodgeball,dodgeball,kinetics-dataset/val/dodgeball/c-rx2sUfp50_000067_000077.mp4,c-rx2sUfp50,obj-detection-top4,5264,True
cleaning shoes,cleaning shoes,kinetics-dataset/val/cleaning shoes/Pyp6-89K5eM_000125_000135.mp4,Pyp6-89K5eM,obj-detection-top4,4821,True
scuba diving,scuba diving,kinetics-dataset/val/scuba diving/Gkzm08AyOA8_001626_001636.mp4,Gkzm08AyOA8,obj-detection-top4,4713,True
waxing legs,waxing legs,kinetics-dataset/val/waxing legs/O4Jg8RCIZsU_000041_000051.mp4,O4Jg8RCIZsU,obj-detection-top4,6794,True
hitting baseball,hitting baseball,kinetics-dataset/val/hitting baseball/SVk63F2Qozw_000021_000031.mp4,SVk63F2Qozw,obj-detection-top4,5148,True
folding napkins,folding napkins,kinetics-dataset/val/folding napkins/bYBIoVwZZHE_000028_000038.mp4,bYBIoVwZZHE,obj-detection-top4,3923,True
tying tie,tying tie,kinetics-dataset/val/tying tie/PdsCFMJr8jA_000090_000100.mp4,PdsCFMJr8jA,obj-detection-top4,204,True
trimming trees,trimming trees,kinetics-dataset/val/trimming trees/-1th54-55Xc_000016_000026.mp4,-1th54-55Xc,obj-detection-top4,6615,True
abseiling,bungee jumping,kinetics-dataset/val/abseiling/BiKRPPjAzvw_000017_000027.mp4,BiKRPPjAzvw,obj-detection-top4,953,False
presenting weather forecast,presenting weather forecast,kinetics-dataset/val/presenting weather forecast/E65c6MfwGvY_000000_000010.mp4,E65c6MfwGvY,obj-detection-top4,2427,True
skiing slalom,skiing (not slalom or crosscountry),kinetics-dataset/val/skiing slalom/3I0uO2fwVCk_000020_000030.mp4,3I0uO2fwVCk,obj-detection-top4,3566,False
brushing hair,dying hair,kinetics-dataset/val/brushing hair/a2WgvBUiNE0_000144_000154.mp4,a2WgvBUiNE0,obj-detection-top4,6973,False
eating burger,cooking chicken,kinetics-dataset/val/eating burger/r0PMUHMA4dc_000165_000175.mp4,r0PMUHMA4dc,obj-detection-top4,7035,False
trapezing,sword fighting,kinetics-dataset/val/trapezing/riZTie4HWmk_000009_000019.mp4,riZTie4HWmk,obj-detection-top4,2019,False
drinking,hugging,kinetics-dataset/val/drinking/r3jUXI1ZrrE_000020_000030.mp4,r3jUXI1ZrrE,obj-detection-top4,5883,False
javelin throw,javelin throw,kinetics-dataset/val/javelin throw/CBE51_84bwI_000003_000013.mp4,CBE51_84bwI,obj-detection-top4,2370,True
tasting beer,tasting beer,kinetics-dataset/val/tasting beer/ZQFJQ_LYgE0_000041_000051.mp4,ZQFJQ_LYgE0,obj-detection-top4,729,True
passing American football (not in game),javelin throw,kinetics-dataset/val/passing American football (not in game)/eA6hnyMAdTo_000043_000053.mp4,eA6hnyMAdTo,obj-detection-top4,378,False
surfing crowd,surfing crowd,kinetics-dataset/val/surfing crowd/FOoHKpr1xs8_000002_000012.mp4,FOoHKpr1xs8,obj-detection-top4,4892,True
feeding fish,feeding fish,kinetics-dataset/val/feeding fish/EaTJu3YFmcM_000000_000010.mp4,EaTJu3YFmcM,obj-detection-top4,4510,True
frying vegetables,frying vegetables,kinetics-dataset/val/frying vegetables/HdjHf9vHMok_000322_000332.mp4,HdjHf9vHMok,obj-detection-top4,6281,True
building shed,building shed,kinetics-dataset/val/building shed/Ba9jdO3a6lY_000029_000039.mp4,Ba9jdO3a6lY,obj-detection-top4,865,True
smoking,planting trees,kinetics-dataset/val/smoking/Ag9mJ4tEIEE_000273_000283.mp4,Ag9mJ4tEIEE,obj-detection-top4,6690,False
hopscotch,hopscotch,kinetics-dataset/val/hopscotch/X6RGOxFUKNw_000009_000019.mp4,X6RGOxFUKNw,obj-detection-top4,2338,True
milking cow,milking cow,kinetics-dataset/val/milking cow/0K8QJJJ6qwM_000017_000027.mp4,0K8QJJJ6qwM,obj-detection-top4,1332,True
playing guitar,playing guitar,kinetics-dataset/val/playing guitar/Y8KzfKSlTuo_000023_000033.mp4,Y8KzfKSlTuo,obj-detection-top4,5488,True
using computer,using computer,kinetics-dataset/val/using computer/MBuP48atKkk_000111_000121.mp4,MBuP48atKkk,obj-detection-top4,3910,True
playing kickball,playing kickball,kinetics-dataset/val/playing kickball/Zj9bnmkcCcs_000105_000115.mp4,Zj9bnmkcCcs,obj-detection-top4,1157,True
riding mechanical bull,riding mechanical bull,kinetics-dataset/val/riding mechanical bull/OgY8l0ZKwr0_000017_000027.mp4,OgY8l0ZKwr0,obj-detection-top4,2957,True
mowing lawn,mowing lawn,kinetics-dataset/val/mowing lawn/V1aEMiD5c9Q_000334_000344.mp4,V1aEMiD5c9Q,obj-detection-top4,4875,True
hugging,kissing,kinetics-dataset/val/hugging/j1WEtFFPVBU_000130_000140.mp4,j1WEtFFPVBU,obj-detection-top4,3282,False
skiing (not slalom or crosscountry),snowkiting,kinetics-dataset/val/skiing (not slalom or crosscountry)/96cq0YhXY3c_000156_000166.mp4,96cq0YhXY3c,obj-detection-top4,6445,False
skydiving,paragliding,kinetics-dataset/val/skydiving/596b9vGtF8U_000042_000052.mp4,596b9vGtF8U,obj-detection-top4,1572,False
making a cake,cooking egg,kinetics-dataset/val/making a cake/RDKqQKURWE0_000001_000011.mp4,RDKqQKURWE0,obj-detection-top4,2866,False
